id,question,answer,category,subcategory,difficulty,source,dataset_name,interview_type,language,tags,created_at
1005,"Generate interview questions based on this resume and job description: Communication, Leadership, Psychology, Patient Care, Adaptability, Emotional Intelligence | Target Role: Looking for an opportunity as a Restaurant Specialist to leverage my expertise in marketing and make a meaningful impact in the industry.",,Marketing Manager,Marketing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1006,"Generate interview questions based on this resume and job description: Communication, Critical Thinking, Sales, Strategic Planning, Emotional Intelligence, Excel, Quality Assurance | Target Role: Looking for a role as a Mental Health Practitioner where I can utilize evidence-based therapeutic approaches to support clients in their journey toward mental wellness.",,Mental Health Practitioner,English Literature,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1007,"Generate interview questions based on this resume and job description: Critical Thinking, Sales, Financial Analysis, Problem Solving, Counseling, Project Management, Leadership, Content Writing | Target Role: Looking for a nursing role where I can contribute to patient recovery, health education, and interdisciplinary healthcare team collaboration.",,Nurse,Journalism,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1008,"Generate interview questions based on this resume and job description: Counseling, Quality Assurance, Patient Care, Negotiation, PowerPoint | Target Role: Looking for an opportunity as a Dentist to leverage my expertise in civil engineering and make a meaningful impact in the industry.",,Dentist,Civil Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1009,"Generate interview questions based on this resume and job description: Compliance, Data Analysis, Counseling, Marketing, Sales | Target Role: Targeting a Financial Analyst position to contribute to financial planning, budgeting, and forecasting processes while ensuring accuracy and compliance.",,nan,Physics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1010,"Generate interview questions based on this resume and job description: Medical Knowledge, Healthcare, PowerPoint, Communication, SEO, Marketing, Content Writing, Customer Service | Target Role: Targeting a Project Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Economics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1011,"Generate interview questions based on this resume and job description: PowerPoint, Emotional Intelligence, Time Management, Financial Analysis, Medical Knowledge, Critical Thinking | Target Role: Seeking a challenging role as a Human Resources Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Human Resources Manager,Communications,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1012,"Generate interview questions based on this resume and job description: Sales, Problem Solving, Critical Thinking, Social Media Marketing, Emotional Intelligence, Budgeting, Presentation Skills, Project Management | Target Role: Looking for an opportunity as a Social Media Manager to leverage my expertise in mechanical engineering and make a meaningful impact in the industry.",,Social Media Manager,Mechanical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1013,"Generate interview questions based on this resume and job description: Data Analysis, Quality Assurance, Time Management, Budgeting | Target Role: Looking for an opportunity as a Content Manager to leverage my expertise in political science and make a meaningful impact in the industry.",,Content Manager,Political Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1014,"Generate interview questions based on this resume and job description: Marketing, Sales, Healthcare, Excel, Medical Knowledge, Accounting, Financial Analysis, Social Media Marketing | Target Role: Looking for an opportunity as a Project Manager to leverage my expertise in supply chain management and make a meaningful impact in the industry.",,Project Manager,Supply Chain Management,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1015,"Generate interview questions based on this resume and job description: Presentation Skills, PowerPoint, Patient Care, Organizational Skills, Risk Management | Target Role: Targeting a Business Analyst position to utilize my educational background and experience to drive results and achieve career objectives.",,Business Analyst,Chemistry,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1016,"Generate interview questions based on this resume and job description: SEO, Team Management, Budgeting, Social Media Marketing, Compliance, Critical Thinking | Target Role: Targeting a Customer Success Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Accounting,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1017,"Generate interview questions based on this resume and job description: Leadership, Project Management, Compliance, Time Management | Target Role: Seeking a challenging role as a Restaurant Specialist where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Brand Manager,Operations Management,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1018,"Generate interview questions based on this resume and job description: Time Management, Budgeting, Leadership, Risk Management, Content Writing | Target Role: Seeking a challenging role as a Social Media Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Salesperson,Sociology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1019,"Generate interview questions based on this resume and job description: Data Analysis, Medical Knowledge, Sales, Project Management, Team Management | Target Role: Seeking a challenging role as a Brand Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Brand Manager,Education,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1020,"Generate interview questions based on this resume and job description: Team Management, Emotional Intelligence, Negotiation, Patient Care | Target Role: Looking for an opportunity as a Social Media Manager to leverage my expertise in business administration and make a meaningful impact in the industry.",,Social Media Manager,Business Administration,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1021,"Generate interview questions based on this resume and job description: Communication, Leadership, Patient Care, Presentation Skills, Sales, Adaptability | Target Role: Looking for an opportunity as a Social Media Manager to leverage my expertise in medicine and make a meaningful impact in the industry.",,Social Media Manager,Medicine,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1022,"Generate interview questions based on this resume and job description: Compliance, Content Writing, Customer Service, Project Management, Communication, Patient Care, Medical Knowledge | Target Role: Targeting a Brand Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,Brand Manager,Marketing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1023,"Generate interview questions based on this resume and job description: Content Writing, Presentation Skills, Adaptability, Organizational Skills | Target Role: Looking for a Marketing Manager role where I can leverage digital marketing, content creation, and data analytics to achieve marketing objectives.",,nan,Medicine,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1024,"Generate interview questions based on this resume and job description: Content Writing, Leadership, Time Management, Adaptability | Target Role: Targeting a Restaurant Specialist position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Journalism,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1025,"Generate interview questions based on this resume and job description: Risk Management, Medical Knowledge, Customer Service, Budgeting, Adaptability | Target Role: Seeking a challenging role as a Counselor where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Counselor,Finance,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1026,"Generate interview questions based on this resume and job description: Customer Service, SEO, Patient Care, PowerPoint, Time Management, Excel, Healthcare, Counseling | Target Role: Seeking a challenging role as a Project Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Business Analyst,Biology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1027,"Generate interview questions based on this resume and job description: Problem Solving, Leadership, Quality Assurance, Psychology, Marketing, Presentation Skills, Medical Knowledge | Target Role: Looking for an opportunity as a Salesperson to leverage my expertise in dentistry and make a meaningful impact in the industry.",,nan,Dentistry,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1028,"Generate interview questions based on this resume and job description: Excel, Patient Care, Adaptability, Psychology, Critical Thinking, Strategic Planning, Medical Knowledge | Target Role: Seeking a Registered Nurse position to provide high-quality patient care in a healthcare setting, utilizing clinical skills and compassionate bedside manner.",,Nurse,Business Administration,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1029,"Generate interview questions based on this resume and job description: Time Management, Financial Analysis, Customer Service, Strategic Planning, Counseling, Compliance | Target Role: Looking for a Marketing Manager role where I can leverage digital marketing, content creation, and data analytics to achieve marketing objectives.",,Customer Success Manager,Architecture,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1030,"Generate interview questions based on this resume and job description: Healthcare, Negotiation, Patient Care, Content Writing, Psychology, Counseling, Excel, Presentation Skills | Target Role: Targeting a Mental Health Practitioner position to make a meaningful impact in people's lives through professional counseling, assessment, and treatment planning.",,nan,Psychology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1031,"Generate interview questions based on this resume and job description: Patient Care, Communication, Leadership, Customer Service | Target Role: Looking for an opportunity as a Restaurant Specialist to leverage my expertise in finance and make a meaningful impact in the industry.",,nan,Finance,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1032,"Generate interview questions based on this resume and job description: Team Management, Healthcare, Communication, Time Management, Patient Care, Psychology, SEO | Target Role: Seeking a challenging role as a Sales Representative where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Sales Representative,Operations Management,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1033,"Generate interview questions based on this resume and job description: Sales, Negotiation, Accounting, Customer Service | Target Role: Targeting a Marketing Manager position to lead marketing campaigns, manage brand positioning, and collaborate with cross-functional teams to drive business growth.",,nan,Medicine,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1034,"Generate interview questions based on this resume and job description: Adaptability, Content Writing, Communication, Sales, Critical Thinking, Social Media Marketing, Patient Care, Emotional Intelligence | Target Role: Looking for an opportunity as a Social Media Manager to leverage my expertise in architecture and make a meaningful impact in the industry.",,Social Media Manager,Architecture,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1035,"Generate interview questions based on this resume and job description: Organizational Skills, Time Management, Financial Analysis, Excel, PowerPoint, Presentation Skills | Target Role: Targeting a Content Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,Content Manager,Communications,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1036,"Generate interview questions based on this resume and job description: Quality Assurance, Accounting, Organizational Skills, Communication, Content Writing | Target Role: Seeking a challenging role as a Brand Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Human Resources Manager,Accounting,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1037,"Generate interview questions based on this resume and job description: Leadership, Communication, Content Writing, Team Management, Customer Service, Adaptability, Project Management | Target Role: Looking for an opportunity as a Customer Success Manager to leverage my expertise in medicine and make a meaningful impact in the industry.",,Brand Manager,Medicine,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1038,"Generate interview questions based on this resume and job description: Project Management, Budgeting, Data Analysis, Presentation Skills | Target Role: Targeting a Market Research Analyst position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Physics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1039,"Generate interview questions based on this resume and job description: Social Media Marketing, Financial Analysis, Strategic Planning, Counseling, Customer Service | Target Role: Looking for a Business Development Manager role where I can utilize my sales expertise and market knowledge to expand business reach and profitability.",,nan,Marketing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1040,"Generate interview questions based on this resume and job description: Healthcare, Team Management, Accounting, Content Writing, Critical Thinking, Customer Service | Target Role: Seeking a challenging role as a Restaurant Specialist where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Restaurant Specialist,Operations Management,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1041,"Generate interview questions based on this resume and job description: Adaptability, Compliance, Content Writing, Problem Solving, Negotiation | Target Role: Looking for an opportunity as a Brand Manager to leverage my expertise in chemical engineering and make a meaningful impact in the industry.",,Brand Manager,Chemical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1042,"Generate interview questions based on this resume and job description: Patient Care, Accounting, Communication, Quality Assurance, Medical Knowledge | Target Role: Looking for an opportunity as a Digital Marketing Specialist to leverage my expertise in civil engineering and make a meaningful impact in the industry.",,Content Manager,Civil Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1043,"Generate interview questions based on this resume and job description: Risk Management, Budgeting, Medical Knowledge, Team Management, Emotional Intelligence, Customer Service | Target Role: Seeking a challenging role as a Content Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Dentistry,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1044,"Generate interview questions based on this resume and job description: Negotiation, Critical Thinking, Time Management, PowerPoint, Adaptability | Target Role: Seeking a challenging role as a Social Media Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Pharmacy,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1045,"Generate interview questions based on this resume and job description: Counseling, Problem Solving, Data Analysis, Leadership, Patient Care | Target Role: Targeting a Customer Success Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Communications,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1046,"Generate interview questions based on this resume and job description: Budgeting, Negotiation, Communication, Financial Analysis, Presentation Skills | Target Role: Targeting a Business Analyst position to utilize my educational background and experience to drive results and achieve career objectives.",,Dentist,Marketing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1047,"Generate interview questions based on this resume and job description: Leadership, Counseling, Financial Analysis, Project Management, Medical Knowledge, Budgeting | Target Role: Seeking a Financial Analyst position to provide financial insights, conduct market analysis, and support strategic decision-making through comprehensive financial modeling.",,Financial Analyst,Physics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1048,"Generate interview questions based on this resume and job description: Communication, Negotiation, Compliance, Strategic Planning, Project Management, Counseling, Psychology | Target Role: Targeting a Business Analyst position to utilize my educational background and experience to drive results and achieve career objectives.",,Business Analyst,Human Resources,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1049,"Generate interview questions based on this resume and job description: PowerPoint, Adaptability, Risk Management, Marketing | Target Role: Looking for a nursing role where I can contribute to patient recovery, health education, and interdisciplinary healthcare team collaboration.",,Project Manager,Dentistry,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1050,"Generate interview questions based on this resume and job description: Problem Solving, Sales, Organizational Skills, Critical Thinking, Content Writing, Financial Analysis, Budgeting, Presentation Skills | Target Role: Seeking a Registered Nurse position to provide high-quality patient care in a healthcare setting, utilizing clinical skills and compassionate bedside manner.",,Nurse,Operations Management,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1051,"Generate interview questions based on this resume and job description: Risk Management, Social Media Marketing, Budgeting, Project Management | Target Role: Targeting a Business Analyst position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Civil Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1052,"Generate interview questions based on this resume and job description: Healthcare, Problem Solving, Risk Management, Compliance, Marketing | Target Role: Seeking a challenging role as a Social Media Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Social Media Manager,Accounting,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1053,"Generate interview questions based on this resume and job description: Counseling, Budgeting, Financial Analysis, Problem Solving, Leadership, Communication | Target Role: Looking for an opportunity as a Project Manager to leverage my expertise in education and make a meaningful impact in the industry.",,Business Development Manager,Education,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1054,"Generate interview questions based on this resume and job description: Budgeting, Problem Solving, Excel, Emotional Intelligence, Negotiation, Communication | Target Role: Seeking a challenging role as a Project Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Physics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1055,"Generate interview questions based on this resume and job description: Project Management, Marketing, Medical Knowledge, PowerPoint, Accounting, Content Writing | Target Role: Targeting a Dentist position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Accounting,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1056,"Generate interview questions based on this resume and job description: Presentation Skills, Social Media Marketing, Content Writing, Time Management, Financial Analysis, Risk Management, Problem Solving, Team Management | Target Role: Seeking a challenging role as a Market Research Analyst where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Market Research Analyst,Nursing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1057,"Generate interview questions based on this resume and job description: Psychology, Healthcare, Counseling, Content Writing, Excel, Risk Management, Patient Care | Target Role: Looking for a Financial Analyst role where I can apply my analytical skills to evaluate investment opportunities, assess financial performance, and prepare detailed reports.",,Financial Analyst,Marketing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1058,"Generate interview questions based on this resume and job description: Compliance, Quality Assurance, Financial Analysis, Marketing, Critical Thinking | Target Role: Looking for an opportunity as a Restaurant Specialist to leverage my expertise in mechanical engineering and make a meaningful impact in the industry.",,Operations Manager,Mechanical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1059,"Generate interview questions based on this resume and job description: Sales, Emotional Intelligence, Data Analysis, Social Media Marketing, Strategic Planning, Excel, Critical Thinking, Leadership | Target Role: Looking for an opportunity as a Operations Manager to leverage my expertise in journalism and make a meaningful impact in the industry.",,Operations Manager,Journalism,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1060,"Generate interview questions based on this resume and job description: Leadership, Budgeting, PowerPoint, Project Management | Target Role: Targeting a Human Resources Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Marketing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1061,"Generate interview questions based on this resume and job description: Critical Thinking, Adaptability, Marketing, Problem Solving, Communication, Healthcare, Customer Service | Target Role: Looking for an opportunity as a Market Research Analyst to leverage my expertise in nursing and make a meaningful impact in the industry.",,Market Research Analyst,Nursing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1062,"Generate interview questions based on this resume and job description: Data Analysis, Adaptability, Leadership, Presentation Skills, PowerPoint, Accounting, Social Media Marketing | Target Role: Looking for an opportunity as a Social Media Manager to leverage my expertise in physics and make a meaningful impact in the industry.",,nan,Physics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1063,"Generate interview questions based on this resume and job description: Medical Knowledge, Social Media Marketing, Data Analysis, Adaptability, Strategic Planning, Sales, Problem Solving | Target Role: Looking for a Financial Analyst role where I can apply my analytical skills to evaluate investment opportunities, assess financial performance, and prepare detailed reports.",,nan,English Literature,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1064,"Generate interview questions based on this resume and job description: Psychology, Negotiation, Social Media Marketing, Communication, Data Analysis, Patient Care | Target Role: Looking for a nursing role where I can contribute to patient recovery, health education, and interdisciplinary healthcare team collaboration.",,Director of Operations,Economics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1065,"Generate interview questions based on this resume and job description: Accounting, Project Management, Psychology, Negotiation, Problem Solving, Adaptability, Presentation Skills | Target Role: Seeking a challenging role as a Director of Operations where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Human Resources,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1066,"Generate interview questions based on this resume and job description: PowerPoint, Data Analysis, Leadership, Counseling, Customer Service, Accounting, Critical Thinking | Target Role: Looking for an opportunity as a Social Media Manager to leverage my expertise in physics and make a meaningful impact in the industry.",,Social Media Manager,Physics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1067,"Generate interview questions based on this resume and job description: Psychology, Marketing, Content Writing, Social Media Marketing, Medical Knowledge, Time Management, Excel, Organizational Skills | Target Role: Seeking a challenging role as a Content Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Economics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1068,"Generate interview questions based on this resume and job description: Communication, Sales, Accounting, Social Media Marketing, Customer Service, Emotional Intelligence, Excel, Budgeting | Target Role: Seeking a Marketing Manager position to develop and execute comprehensive marketing strategies that drive brand awareness, customer engagement, and revenue growth.",,nan,Human Resources,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1069,"Generate interview questions based on this resume and job description: Team Management, Organizational Skills, Excel, PowerPoint | Target Role: Looking for an opportunity as a Director of Operations to leverage my expertise in business administration and make a meaningful impact in the industry.",,Director of Operations,Business Administration,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1070,"Generate interview questions based on this resume and job description: Presentation Skills, Team Management, Patient Care, Critical Thinking | Target Role: Targeting a Project Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,Project Manager,Medicine,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1071,"Generate interview questions based on this resume and job description: Data Analysis, Customer Service, Compliance, Accounting, Organizational Skills, Project Management, Medical Knowledge | Target Role: Looking for a Business Development Manager role where I can utilize my sales expertise and market knowledge to expand business reach and profitability.",,Nurse,Education,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1072,"Generate interview questions based on this resume and job description: Adaptability, Counseling, PowerPoint, Compliance, Problem Solving | Target Role: Seeking a challenging role as a Human Resources Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Customer Success Manager,Economics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1073,"Generate interview questions based on this resume and job description: Team Management, SEO, Data Analysis, Strategic Planning, Psychology | Target Role: Looking for an opportunity as a Sales Representative to leverage my expertise in finance and make a meaningful impact in the industry.",,nan,Finance,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1074,"Generate interview questions based on this resume and job description: Strategic Planning, Team Management, Quality Assurance, Patient Care, Data Analysis, Critical Thinking | Target Role: Looking for an opportunity as a Counselor to leverage my expertise in economics and make a meaningful impact in the industry.",,nan,Economics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1075,"Generate interview questions based on this resume and job description: Quality Assurance, Organizational Skills, Counseling, Patient Care, Sales, Adaptability, Accounting, Healthcare | Target Role: Seeking a Financial Analyst position to provide financial insights, conduct market analysis, and support strategic decision-making through comprehensive financial modeling.",,Financial Analyst,Medicine,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1076,"Generate interview questions based on this resume and job description: Marketing, Social Media Marketing, Time Management, Customer Service, SEO | Target Role: Seeking a challenging role as a Project Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Human Resources,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1077,"Generate interview questions based on this resume and job description: Adaptability, Psychology, Social Media Marketing, Customer Service, Team Management, Communication, Excel | Target Role: Seeking a challenging role as a Operations Manager where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Marketing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1078,"Generate interview questions based on this resume and job description: Strategic Planning, Presentation Skills, Project Management, Negotiation, Data Analysis, Marketing, Psychology | Target Role: Targeting a Financial Analyst position to contribute to financial planning, budgeting, and forecasting processes while ensuring accuracy and compliance.",,nan,Economics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1079,"Generate interview questions based on this resume and job description: Financial Analysis, Marketing, Presentation Skills, Patient Care, Healthcare, Compliance, Communication, Medical Knowledge | Target Role: Seeking a Mental Health Practitioner position to provide compassionate counseling and therapy services to individuals struggling with mental health challenges.",,Mental Health Practitioner,Accounting,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1080,"Generate interview questions based on this resume and job description: Critical Thinking, Sales, Time Management, PowerPoint | Target Role: Targeting a Customer Success Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,Customer Success Manager,Biology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1081,"Generate interview questions based on this resume and job description: Content Writing, Customer Service, Quality Assurance, Negotiation, Problem Solving | Target Role: Looking for an opportunity as a Restaurant Specialist to leverage my expertise in chemistry and make a meaningful impact in the industry.",,nan,Chemistry,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1082,"Generate interview questions based on this resume and job description: Excel, PowerPoint, Accounting, Marketing, Healthcare, Customer Service, Organizational Skills | Target Role: Looking for an opportunity as a Brand Manager to leverage my expertise in chemical engineering and make a meaningful impact in the industry.",,Brand Manager,Chemical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1083,"Generate interview questions based on this resume and job description: Critical Thinking, Financial Analysis, Risk Management, Social Media Marketing, Patient Care | Target Role: Targeting a Project Manager position to utilize my educational background and experience to drive results and achieve career objectives.",,Customer Success Manager,Nursing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1084,"Generate interview questions based on this resume and job description: SEO, Data Analysis, Customer Service, Financial Analysis, Compliance, Communication, Healthcare, Project Management | Target Role: Targeting a Business Development Manager position to contribute to organizational growth through strategic planning, client acquisition, and partnership development.",,Business Development Manager,Physics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1085,"Generate interview questions based on this resume and job description: Time Management, Customer Service, Organizational Skills, Data Analysis, Communication | Target Role: Seeking a Business Development Manager position to identify new market opportunities, build strategic partnerships, and drive revenue growth through relationship building.",,Business Development Manager,Economics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
1086,"Generate interview questions based on this resume and job description: Risk Management, Organizational Skills, Team Management, Leadership | Target Role: Seeking a Business Development Manager position to identify new market opportunities, build strategic partnerships, and drive revenue growth through relationship building.",,Business Development Manager,Nursing,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
